text,drug,sentiment,,,
@rotherhamdave thanks for sharing your feedback. Iâ€™ll be on Gilenya for But i didnt start gilenya yet still waiting for their call,gilenya,2,,,
"I suppose we all wait anxiously for the intermediate results of the phase 3 clinical trials with PD-1 inhibitors (opdivo, keytruda). Are there also clinical trials with PD-L1 inhibitors (Tecentriq) ? My wife is on Keytuda for metastatic TNBC since 8 months and she is well.",opdivo,2,,,
"hi grumpyman i'm on tecfidera but my nurse said that if it didn't work for me, i could try gilenya or even lemtrada. so i'm assuming the same will apply to you. tecfidera sounds scary but the side effects soon wear off within a month. how scary those seizures must be for both of you. it is just plain wrong that the polish version gives more information, this needs fixing asap. ask your ms nurse to get you off it as soon as possible. i don't know how long it stays active in your system and this may mean you need time with no DMD. good luck carole x",gilenya,2,,,
"Hi I hope im included in what you described as good condition Well I wasnt daignosed so lobg ago Was saudi 17 years old highschool student Girl Lost sight in 2005 Graduated highschool 2006 Finished uni 2011 Moved to scotland alone stayed there 2,5 years studied English and volunteered at citizens advice while studying Returned to my country 2014 Or maybe 15 cant remember Done transplants in my eyes Planning to do it in the other eye Have a job in ny country now evening shift During all the time I described above I was off treatments Nd vitamins I was anxious But few months ago I started Gilenya In 2014 I developed atrophy In scotland I hate to mention it to abyone but I smoked for short time Im still not disabled No one know I suffer MS but my family and manager at work",gilenya,2,,,
"Hi Sunday, Thanks for your reply, sorry to hear that Tagrisso has not worked for you. Do your oncologists think you acquired another mutation alongside the T790m which means Tagrisso does not work at all rather than the T790m mutation having changed? Have you had your pleural effusion drained? Had it been building up?  Thank you, best of luck with treatment, would the clinical trial be immunotherapy?",tagrisso,1,,,
"From my reading, I believe the main side-effect problems relating to Avastin are the problems with dose splitting and the use of syringes intended for injections into the body being used for injections into the eye. There are, apparently, a number of lawsuits taking place in regard to these issues: schmidtlaw.com/avastin/ There are other issues, well, one at least, that I've found relating to how much of the drug gets into the bloodstream, how long it stays there and what it does there: ""Despite the similar visual outcome in many of the head-to-head comparative trials of bevacizumab, ranibizumab and aflibercept in wet AMD, there are significant differences in the molecular structure of these agents, resulting in very different PK [pharmacokinetic] profiles, such as systemic exposure after intravitreal injection."" ""The results we report here show differences among the three main intravitreal VEGF inhibitors in their systemic PK and pharmacodynamics that may provide biological plausibility for potential differences in systemic safety risk."" This paper also provides the informtion that: Bevacizumab is a bivalent monoclonal antibody Ranibizumab is a monovalent monoclonal antibody fragment Aflibercept is a fusion protein bjo.bmj.com/content/early/2...",ranibizumab,2,,,
"I copy here my unrelated comment for the sake of the discussion (spam it if its unnecessary) 1. A recent study found that Gilenya halts grey matter atrophy http://www.sciencedirect.com/science/article/pii/S0022510X17343848 2. Gilenya is less effective than Tysabri in delaying progression https://onlinelibrary.ectrims-congress.eu/ectrims/2017/ACTRIMS-ECTRIMS2017/202481/j.william.l.brown.the.effect.of.disease-modifying.treatments.on.conversion.to.html?f=media=3*speaker=546949 The risk (assessed as hazard ratios) to convert to SPMS among patients treated with injectables was 0.31 (follow-up of 7.9 years), 0.23 with Gilenya (follow-up 4.6 years), 0.50 with Tysabri (follow-up 4.9 years), and 0.60 with Lemtrada (follow-up 7.2 years), compared to matched untreated patients. The higher the hazard ratio, the lesser the risk. What are your thoughts?",gilenya,2,,,
"The European Commission has approved twice-daily, 5-mg doses of tofacitinib citrate, in combination with methotrexate, for adult patients withâ€¦",tofacitinib,0,,,
P.s. i re read your post and it sounds more likely that it could come from prednisone than entyvio (pred changevcs hormones and any hormonal disruption can cause (temporary) hairloss) - added to...,entyvio,2,,,
"Consumption of at least 500 mg/d of dietary long-chain Ï‰-3 polyunsaturated fatty acids (LCÏ‰ 3 PUFAs) has been linked to a decreased risk of diabetic retinopathy in older patients with type 2 diabetes, according to research published in JAMA Ophthalmology . Aleix Sala-Vila, DPharm, PhD, Lipid Clinic, Endocrinology and Nutrition Service, Institut d'Investigacions BiomÃ¨diques, Barcelona, Spain, and colleagues, conducted a prospective study within the PREDIMED (PrevenciÃ³n con Dieta MediterÅ•anea) trial to determine which Mediterranean diet â€“ one supplemented with extra virgin olive oil or nuts vs a control diet â€“ was more effective for primary cardiovascular prevention. Between 2003 and 2009, the researchers recruited 3614 individuals 55 to 80 years of age with a previous diagnosis of type 2 diabetes. The primary study outcome was incident diabetic retinopathy , requiring laser photocoagulation, vitrectomy, or antiangiogenic therapy. In total, 65% (n=2611) of participants met the target LCÏ‰ 3 PUFA recommendation. Nearly 70 new events were documented during 6 years of follow-up. â€œAfter adjusting for age, sex, intervention group, and lifestyle and clinical variables, participants meeting the LCÏ‰ 3 PUFA recommendation at baseline (â‰¥500 mg/d) compared with those not fulfilling this recommendation (<500 mg/d) showed a 48% relatively reduced risk of incident sight-threatening DR,â€ concluded Dr Sala-Vila. â€œThis association was slightly stronger for yearly updated LCÏ‰ 3 PUFA intake.â€ The researchers noted that target LCÏ‰ 3 PUFA intake of 500 mg/d is easily achievable with 2 weekly servings of oily fish.",laser photocoagulation,2,,,
"Oh wow thatâ€™s awful that because you couldnâ€™t get it earlier you deteriorated. Thatâ€™s a disgrace. Makes me want to fight for this moreâ€¦ Iâ€™ll be keeping an eye on Ocrelizumab too though as, like you, lemtrada scares me",ocrelizumab,0,,,
"We read with interest the findings by Le Berre et al1 reporting the first case combining a biologic agent and tofacitinib for the management of inflammatory bowel disease (IBD). The recent approval of the small molecule tofacitinib for the treatment of ulcerative colitis, and the multiple small molecules in the therapeutic pipeline, makes this co mbination an increasingly attractive approach as we try to close the therapeutic gap in IBD. Furthermore, their lack of immunogenicity offers an advantage over biologic agents, potentially allowing for sequential therapy.  https://www.cghjournal.org/article/S1542-3565(18)30895-4/fulltext?rss=yes Source: Clinical Gastroenterology and Hepatology -",tofacitinib,0,,,
"@vanessa Hello, I was on Copaxone daily injection never an issue. As regards Gilenya, I declined this treatmentâ€¦.. Youâ€™re right â€˜dont rock the boatâ€™, if this is how you feel, listen to your gut instinct, from what Iâ€™ve studied Copaxone is a safe option out there.. never a negitive report that I am aware of & as always will stand corrected if otherwise. Best of luck whatever you decide upon. Jane ðŸ’œ",gilenya,2,,,
"thanks or posting about Cladribine sewing chick, i m due to start it shortly. Would you mind if i called you so we can talk about this further? as i have some concerns. Thank you.",cladribine,2,,,
"That is great news.  Keytruda seems to be promising. What kind of side effects is your son having?  Jump to post by Olga Sat Nov 05, 2016 11:26 pm Forum: Personal Stories and Updates Topic: P from Thailand - Dx 2016 at 13 yrs old Replies: 32 Views: 10339 Re: 13 years old, Thiland dx March 2016. Hi again, 1.  Keytruda is not approved for ASPS but it is approved for other cancers and people are getting it off label if the oncologist finds it is beneficial. We just received a news that it was prescribed to a boy in US and ...  Jump to post by arojussi Sat Nov 05, 2016 8:01 pm Forum: Personal Stories and Updates Topic: Jussi from Finland - Dx 2008 Replies: 786 Views: 54809 Re: Jussi from Finland -Dx 2008 I had my fifth dose after mri. I have been on  keytruda 3 moths now.  Jump to post by Phura Sat Nov 05, 2016 7:00 pm Forum: Personal Stories and Updates Topic: P from Thailand - Dx 2016 at 13 yrs old Replies: 32 Views: 10339 Re: 13 years old, Thiland dx March 2016. ... For country that can only use approved drung as my understading. Could you pls suggetsions? Hi Rojussi, Thank you very much for suggestion. Can  Keytruda use for kid? Did any approval for Kd? Do you have any link information about  Keytruda for kid? Hi MartinBube, Thank you very much for suggetsion.. ...",keytruda,2,,,
"hello! i hope you are doing well. my daughter had optic neuritis and was hospitalized in April 2018. her neurologist is recommending two drugs, either Copaxone and Ocrevus.. and we are unsure of what to do. Can you please tell me what course of medication you are on now? Good luck to you.",ocrevus,1,,,
"I am still fairly new to Crohn's. I was offically diagnosed in June of 2017, after a week in the hospital with a bowel blockage and sepsis. I was on remicade for about a year and then it stopped working. I developed antibodies. I was then put on Humira. It didnt seem to be doing anything so my GI took me off of that. I have not been on anything but methotrexate for a couple months. The disease is still active but nothing severe so far. My GI now wants to try Stelara. Has anyone been on this?? Does it have any bad side effects? Trish",stelara,2,,,
"Hi thanks for your reply . this is to update you , now I completed two months and half with Alectinib . so far there is an improvement in tumor size , it starts shrinking , yet , it slow progress but something is better than nothing  the most exciting thing there is few side effects like fatigue , few diarrhea . my last blood test shows there is no effect so far on the kidney and liver . the tumor marker are going down . most of the bad symptoms are gone away , no more cough , no more short breath except when I'm on heavy activity , Thanks God  my next scan on 22nd of Apr . will let you know wish you all a healthy life .",alectinib,0,,,
"In the U.S.  Renflexis Available Dosage Forms:  Powder for Solution Therapeutic Class: Immunological Agent Pharmacologic Class: Infliximab  Uses For Renflexis Infliximab-abda injection is used in adults to treat Crohn disease, ulcerative colitis, rheumatoid arthritis, ankylosing spondylitis, psoriatic arthritis, and chronic severe plaque psoriasis. It is used in children to treat Crohn disease and ulcerative colitis. Infliximab-abda injection is a monoclonal antibody that works to enhance and improve the immune system. This medicine is available only with your doctor's prescription.  Before Using Renflexis In deciding to use a medicine, the risks of taking the medicine must be weighed against the good it will do. This is a decision you and your doctor will make. For this medicine, the following should be considered:  Allergies Tell your doctor if you have ever had any unusual or allergic reaction to this medicine or any other medicines. Also tell your health care professional if you have any other types of allergies, such as to foods, dyes, preservatives, or animals. For non-prescription products, read the label or package ingredients carefully.  Pediatric Appropriate studies performed to date have not demonstrated pediatric-specific problems that would limit the usefulness of infliximab-abda injection for the treatment of Crohn disease or ulcerative colitis in children 6 years and older. However, safety and efficacy have not been established in children younger than 6 years. Appropriate studies have not been performed on the relationship of age to the effects of infliximab-abda injection in children with plaque psoriasis. Safety and efficacy have not been established. Appropriate studies performed to date have demonstrated that infliximab-abda injection is not helpful in children with juvenile rheumatoid arthritis. Efficacy has not been established.  Geriatric Appropriate studies performed to date have not demonstrated geriatric-specific problems that would limit the usefulness of infliximab-abda injection in the elderly. However, elderly patients are more likely to have infections, which may require caution in patients receiving infliximab-abda injection.  Breast Feeding There are no adequate studies in women for determining infant risk when using this medication during breastfeeding. Weigh the potential benefits against the potential risks before taking this medication while breastfeeding.  Interactions with Medicines Although certain medicines should not be used together at all, in other cases two different medicines may be used together even if an interaction might occur. In these cases, your doctor may want to change the dose, or other precautions may be necessary. When you are receiving this medicine, it is especially important that your healthcare professional know if you are taking any of the medicines listed below. The following interactions have been selected on the basis of their potential significance and are not necessarily all-inclusive. Using this medicine with any of the following medicines is usually not recommended, but may be required in some cases. If both medicines are prescribed together, your doctor may change the dose or how often you use one or both of the medicines.  Abatacept Adalimumab Adenovirus Vaccine Type 4, Live Adenovirus Vaccine Type 7, Live Alefacept Anakinra Bacillus of Calmette and Guerin Vaccine, Live Brodalumab Certolizumab Pegol Cyclosporine Etanercept Fosphenytoin Golimumab Guselkumab Influenza Virus Vaccine, Live Ixekizumab Measles Virus Vaccine, Live Mumps Virus Vaccine, Live Natalizumab Paclitaxel Phenytoin Poliovirus Vaccine, Live Quinidine Rilonacept Rituximab Rotavirus Vaccine, Live Rubella Virus Vaccine, Live Sarilumab Sirolimus Smallpox Vaccine Tacrolimus Tocilizumab Tofacitinib Typhoid Vaccine Ustekinumab Varicella Virus Vaccine, Live Vedolizumab Warfarin Yellow Fever Vaccine Zoster Vaccine, Live Interactions with Food/Tobacco/Alcohol Certain medicines should not be used at or around the time of eating food or eating certain types of food since interactions may occur. Using alcohol or tobacco with certain medicines may also cause interactions to occur. Discuss with your healthcare professional the use of your medicine with food, alcohol, or tobacco.  Other Medical Problems The presence of other medical problems may affect the use of this medicine. Make sure you tell your doctor if you have any other medical problems, especially:  Aspergillosis (fungus infection), history of or Blastomycosis (fungus infection), history of or Blood or bone marrow problems (eg, pancytopenia), or history of or Candidiasis (fungus infection), history of or Coccidioidomycosis (fungus infection), history of or Diabetes or Guillain-BarrÃ© syndrome (nervous system disorder), history of or Hepatitis B, active or history of or Histoplasmosis (fungus infection), history of or Legionellosis (bacterial infection), history of or Leukopenia or neutropenia (low white blood cells) or Listeriosis (bacterial infection), history of or Liver disease or Multiple sclerosis, history of or Optic neuritis (eye problem) or Pneumocystosis (fungus infection), history of or Psoriasis (skin disease) or Seizures (convulsions), history of or Thrombocytopenia (low platelets in the blood)â€”Use with caution. May make these conditions worse. Cancer, active or history of or Chronic obstructive pulmonary disease (COPD)â€”Use with caution. May increase the chance of getting new cancers. Tuberculosis, history ofâ€”Use with caution. Patients may need additional tuberculosis therapy. Proper Use of Renflexis A doctor or other trained health professional will give you this medicine. It is given through a needle that is placed in one of your veins. This medicine should come with a Medication Guide. It is very important that you read and understand this information. Be sure to ask your doctor about anything you do not understand. You may also receive medicines to help prevent possible unwanted effects from the injection.  Precautions While Using Renflexis It is very important that your doctor check your progress at regular visits to make sure that this medicine is working properly. Blood tests may be needed to check for unwanted effects. Infliximab-abda may cause an infusion reaction while you are receiving it or right after the infusion ends. Check with your doctor or nurse right away if you have chest pain, a fever, chills, itching, hives, a rash, dizziness, fainting, lightheadedness, a headache, joint pain, difficulty with swallowing, shortness of breath, trouble breathing, or swelling of the face, tongue, and throat. Your body's ability to fight an infection may be reduced while you are using infliximab-abda. It is very important that you call your doctor at the first sign of any infection. Check with your doctor right away if you have a fever, chills, cough, flu-like symptoms, or unusual tiredness or weakness. Serious skin reactions can occur while you are using this medicine. Check with your doctor right away if you have blistering, peeling, or loosening of the skin, chills, cough, diarrhea, fever, itching, joint or muscle pain, red skin lesions, sore throat, sores, ulcers, or white spots in your mouth, or unusual tiredness or weakness. This medicine may increase your chance of having a lupus-like syndrome or a liver disease called autoimmune hepatitis. Check with your doctor right away if you have dark brown-colored urine, fever or chills, a general feeling of discomfort, illness, or weakness, joint pain, light-colored stools, nausea and vomiting, a rash on the cheeks or arms that is worse in the sun, severe tiredness, upper right-sided stomach pain, or yellow eyes and skin. A small number of people (including children and teenagers) who have used this medicine have developed certain types of cancer. This is more common in patients who have lung diseases (eg, emphysema, COPD) or are heavy smokers, and in psoriasis patients who have had phototherapy treatment for a long time. Phototherapy treatment is ultraviolet light or sunlight combined with oral medicine to make your skin sensitive to light. Some teenagers and young adults with Crohn disease or ulcerative colitis also developed a rare type of cancer called hepatosplenic T-cell lymphoma. Talk with your doctor if you have unusual bleeding, bruising, or weakness, swollen lymph nodes in the neck, underarms, or groin, unexplained weight loss, or red, scaly patches, or raised bumps with pus on the skin. Using this medicine may increase your risk of getting skin cancer (eg, melanoma, Merkel cell carcinoma). If you have any changes or growths on your skin, tell your doctor right away. While you are being treated with infliximab-abda, do not have any immunizations (vaccines) without your doctor's approval. Live virus vaccines should not be given with infliximab-abda . Your child's vaccinations must be current before using infliximab-abda. Talk to your child's doctor if you have any questions about this. Women: If you have a baby while receiving infliximab-abda, make sure the baby's doctor knows that you were using this medicine. You will need to wait a few months before giving certain vaccines to your baby. Talk to the baby's doctor if you have questions. You will need to have a skin test for tuberculosis before you start using this medicine. Tell your doctor if you or anyone in your home has ever had a positive reaction to a tuberculosis skin test. It is important to have your heart checked closely if you receive infliximab-abda. Call your doctor right away if you have shortness of breath, swelling in the ankles and feet, or a sudden weight gain. Do not take other medicines unless they have been discussed with your doctor. This includes abatacept (OrenciaÂ®), anakinra (KineretÂ®), tocilizumab (ActemraÂ®), or other medicines called biologics that are used to treat the same conditions as infliximab-abda. Using these medicines together with infliximab-abda may increase your chance of having serious unwanted effects .  Renflexis Side Effects Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention. Check with your doctor or nurse immediately if any of the following side effects occur: More common  Accumulation of pus black, tarry stools blurred vision chest pain chills cough diarrhea difficulty in swallowing and breathing dizziness faintness or lightheadedness when getting up suddenly from a lying or sitting position fever general feeling of discomfort or illness headache hives, itching, or rash muscle pain or stiffness pain in the joints, lower back, or side painful or difficult urination pounding in the ears puffiness or swelling of the eyelids or around the eyes, face, lips, or tongue slow or fast heartbeat sore throat sores, ulcers, or white spots on the lips or in the mouth stuffy or runny nose swollen glands swollen, red, tender area of the infection tightness in the chest unexplained bleeding or bruising unusual tiredness or weakness weight loss yellowing of the skin and eyes Less common Cracks in the skin at the corners of the mouth soreness or redness around the fingernails and toenails vaginal burning, itching, or discharge white patches in the mouth, throat, or on the tongue Rare Abdominal or stomach pain clay-colored stools confusion coughing that sometimes produces a pink frothy sputum dark or bloody urine difficult, fast, noisy breathing dry mouth fainting or loss of consciousness fast or irregular breathing general feeling of discomfort, illness, or weakness increased sweating loss of appetite nausea pain, tenderness, and swelling of the foot or leg pale skin with blue lips and fingernails pinpoint red spots on the skin severe constipation sunken eyes swollen, painful, or tender lymph glands in the armpit vomiting Incidence not known Blistering, peeling, or loosening of the skin bloody nose change in mental status difficulty in speaking heavier menstrual periods muscle aches and weakness new mole, change in size, shape, or color of an existing mole, or a mole that leaks fluid or bleeds numbness or tingling in the fingers, face, or feet red, irritated eyes red, scaling, or crusted skin red skin lesions often with a purple center seizures Some side effects may occur that usually do not need medical attention. These side effects may go away during treatment as your body adjusts to the medicine. Also, your health care professional may be able to tell you about ways to prevent or reduce some of these side effects. Check with your health care professional if any of the following side effects continue or are bothersome or if you have any questions about them: More common  Acidic or sour stomach belching discomfort, upset, or pain in the stomach ear congestion heartburn indigestion loss of voice nasal congestion pain or tenderness around the eyes and cheekbones Other side effects not listed may also occur in some patients. If you notice any other effects, check with your healthcare professional. Call your doctor for medical advice about side effects. You may report side effects to the FDA at 1-800-FDA-1088.",renflexis,2,,,
"Poor thing. I think there is hope. You haven't tried any other biologics. Entyvio might work really well for you. Even Simponi or Humira. Besides the point, you may be having normal symptoms from the lower dose of prednisone and it may clear up before you know it. I hate to say it though, how will you go on forever knowing if you get one UTI or cold you will throw this whole situation back into action? Who has time of energy for this every few years? It can't get any easier when we are older either... Last time I flared was because of a cold. 18 month flare - then I had surgery. Are you still taking VSL#3? Co-moderator: Ulcerative Colitis Diagnosed with Pancolitis, Laryngopharyngeal Reflux & Migraines. Battling Extreme Exhaustion. Currently: no meds. 6/15 Step One J-pouch Surgery Complete! 9/15 Step Two Complete! 11/15 Step 3 Complete!",simponi,2,,,
"""My 14 yo had her first Remicade infusion a 10 days ago. After 8 days she had severe serum sickness. Her fever shot up to 106 and her blood pressure was really low. She spent 24 hrs in the PICU. It was very scared. Needless to say, she won't be able to take it again. We are hoping there will be no lasting effects but only time will tell. Her symptoms of serum sickness were: fever, chills, severe joint pain, hives all over, swollen hands, red eyes, and dry mouth.""",remicade,1,,,
"Iâ€™ve heard a lot of talk recently about the new oral therapy, Tecfidera, approved by the FDA last spring for multiple sclerosis. Itâ€™s the third oral drug aimed at treating my disease. In one of the many articles announcing the news, the  New York Times wrote : â€œWhile self-injected medicines like Avonex from Biogen and Copaxone from Teva that entered the market in the 1990s are still used by the majority of treated patients, newer oral drugs are making inroads. In addition to Tecfidera, the other two oral drugs are Gilenya from Novartis, approved in 2010, and Aubagio from Sanofi, approved in September.â€ Iâ€™m still on my injection therapy, Copaxone, but I consider this new drug to be great progress for the MS world. I think back to 1994  when I was diagnosed ; at the time there was only one therapy available. One! I was on Betaseron for over two years before switching to the new Avonex because a once-a-week injection sounded much more appealing than an every-other-day injection. But I suffered from horrible side effects while on both therapies. I felt like I had the flu 24/7, making it difficult to work full time and take care of my baby boy as a  single mother . When  Copaxone hit the market in 1999, I was eager to try it. Iâ€™d done my research and knew the side-effect profile was much different from the therapies Iâ€™d been struggling with for five years. It is a daily injection, which I know a lot of people have a hard time with. But I decided that I would rather give myself a shot every day if it means my body will tolerate it without the miserable flu-like side effects. Iâ€™ve been taking my daily injection â€” or my daily dose of hope, as I like to call it â€” ever since. Iâ€™m not symptom free, but Iâ€™ll be sticking (pun intended) to my injection therapy for now. The oral therapies are new and the proof that they work as well as injection drugs isnâ€™t convincing enough for me. Not yet, anyway. I will admit that taking a pill once or twice a day sounds like a nice change from what Iâ€™ve been doing for more than 14 years. But as the saying goes, â€œif itâ€™s not broken, donâ€™t fix it.â€ As an MS patient advocate, I have the opportunity to speak to many others who share my disease. A lot of these patients are newly diagnosed and have no idea which therapy is best for them; itâ€™s always a personal decision for the patient to make with the guidance of his or her neurologist. I encourage everyone to be on some type of therapy, no matter how long theyâ€™ve had MS and even if theyâ€™re currently symptom free. Why not do something to slow the disease down if you can? If one therapy isnâ€™t working for you, try a different one. Thatâ€™s whatâ€™s so nice about how far weâ€™ve come in the past 20 years. Patients have a lot of choices now. But weâ€™re still not where we need to be because we donâ€™t have a cure. The FDA reminds us of this in its press release about the new drug Tecfidera: â€œNo drug provides a cure for multiple sclerosis so it is important to have a variety of treatment options available for patients,â€ said Russell Katz, M.D., director of the Division of Neurology Products in the FDAâ€™s Center for Drug Evaluation and Research. â€œMultiple sclerosis can impair movement, sensation, and thinking and have a profound impact on a personâ€™s quality of life.â€ So letâ€™s stick with a therapy that works for us and do our best to stay healthy until we can get that cure.",gilenya,2,,,
Reply posted for supersmalls. Thank you for sharing your experience. Iâ€™ve decided to start taking Entyvio and should be starting my first infusion next week. I will definitely keep an eye out for side effects. Fingers crossed I will see an improvement,entyvio,2,,,
"The past few weeks we have been discussing the various types of treatments for multiple sclerosis including injectable medications and oral medications. This week we will be discussing infusion medications. There are only four medications in this category, two of which have been approved just recently, Tysabri, Novantrone, Lemtrada and Ocrevus. Letâ€™s take a closer look at each of them.  Tysabri Tysabri is a monoclonal antibody that is designed to prevent damaging immune cells from entering the bloodstream and crossing the blood brain barrier into the brain and spinal cord. It was approved by the FDA in 2004 for the use in MS. Tysabri is considered an immuno suppressant medication, and should not be used in combination with any other medications that affect the immune system. It is given via infusion once a month at a hospital, local infusion center or doctors office. Usually the infusion itself takes around an hour, then the individual must be observed for an hour afterwards to make sure there are no complications or reactions to the medication. Tysabri is usually considered when other medications have been tried and have not been successful. There is a very serious, but rare, risk of taking tysabri (and other immno suppressant medications), PML. PML (Progressive multifocal leukoencephalopathy) is a potentially fatal brain infection that can be caused by the JC virus. If you are taking other medications that suppress your immune system, have been taking tysabri for a longer period of time (over two years), or test positive for the JC virus, your risk of getting PML increases. While taking tysabri, you will be monitored every six months via blood test for the JC virus. PML can be tricky to spot, as the symptoms are very similar to symptoms of MS. Clumsiness, vision changes, weakness on one side of the body, personality changes and problems with cognition (thinking, memory and orientation leading to confusion). If you ever experience some of the symptoms and think you may have PML, it is important that you call your doctor immediately. Other side effects of tysabri can include headache, fatigue, chest/abdominal discomfort, diarrhea, depression, rash and joint pain. Tysabri can also cause liver damage which can be monitored and detected by blood tests. Just another reason to be keeping up with regular appointments and blood work. Although there are many warnings and potential side effects, many patients have reviewed this medication and called it â€œliquid goldâ€. They find it has helped with their symptoms immensely.  Novantrone Novantrone is an antineoplastic (anti-cancer) medication that is a DNA reactive agent, meaning it causes damage to DNA. It was approved by the FDA in 2000 for the use in MS. Novantrone works by stopping the proliferation of B cells and T cells and macrophages, which all play a role in the immune response that is thought to be involved in MS. It is indicated for people with secondary progressive MS, progressive relapsing MS or worsening relapsing remitting MS. Novantrone is given via infusion that takes 5-15 minutes. Due to potential damage to your heart, you shouldnâ€™t take more than 140mg in your lifetime, this will limit your treatment to 2-3 years. Before starting to take Novantrone, youâ€™ll have a heart test that will look for a problem called â€œleft ventricular ejection fraction (LVEF)â€. If you have a clinically significant reduction or a 50% reduction in LVEF, you should not take Novantrone. Also, if your neutrophill count is below 1500 cells/mm you shouldnâ€™t take it. Novantrone will clear more slowly from your body if your liver function is impaired, as well. Therefore you will need to be tested for proper liver function prior to starting Novantrone. Common side effects from Novantrone can include nausea, temporary hair thinning, temporary blue-green urine, urinary tract and airway infections, uneven heart rate, weight gain and chest pain/tightness. More serious side effects can include heart disease, liver damage and therapy-related acute leukemia (TRAL).  Lemtrada Lemtrada is a monoclonal antibody that focuses on CD52 (a protein on the surface of immune cells) and causes depletion of lymphocytes. It was approved by the FDA in 2014 for the use in MS. Originally, it was used and approved at a much higher dose for the treatment of chronic lymphocytic leukemia. Itâ€™s ability to target immune cells lead scientist to test its potential as a treatment for MS. Lemtrada is given by infusion for five consecutive days at first, then three consecutive days a year later. There are serious side effects associated with Lemtrada. A rare bleeding condition, a rare kidney condition, life-threatening infusion reactions, increased risk of cancers and autoimmune thyroid disorders. Yikes!! More common and less severe side effects include rash, headache, fever, nasal congestion, nausea, urinary tract infection, fatigue, insomnia, upper respiratory tract infection, herpes viral infection, hives, itching, thyroid gland disorders, fungal infection, pain in joints, extremities and back, diarrhea, sinusitis, sore mouth and throat, tingling, dizziness, abdominal pain, flushing and vomiting. Prior to starting the medication, an individual should be vaccinated for varicella, their thyroid function should be tested and then monitored every three months, they should receive a full CBC and urinalysis once a month until 48 months after last infusion and they should have a skin exam yearly to monitor for melanoma.  Ocrevus Ocrevus is the newest medication on the scene. It was approved by the FDA in early 2017 for the use in primary progressive MS, and is the first medication to be approved for primary progressive MS. Ocrevus is a monoclonal antibody that targets CD20 positive B lymphocytes. These lymphocytes contribute to nerve damage in MS. Ocrevus is given via infusion in a infusion center or doctors office. The initial dose is split up over two weeks. In the first infusion 300 mg is infused then two weeks later another 300 mg. Each of these infusions takes at least 2 1/2 hours. After the first two doses, you will get one infusion every six months which will take at least 3 1/2 hours. Prior to your first dose you will need to be screened for hepatitis B. As with the other medications, there are many potential side effects. Fatigue, coughing, fever, shortness of breath, nausea, headache or all possible. Infusion related reactions may occur as well. These may include throat irritation, headache, flushing, mild fever or rash. During clinical trials several individuals developed abnormal growths of tissue, the links between these growths and the medication are still not known. It is clear that these medications are very strong. Many of them include the caveat of â€œtry others firstâ€. When deciding on one of these medications, it is a very individual decision. You can talk to as many people as you want, but in the end, how the medication will affect you comes down to your body and your biology. Youâ€™ll never truly know how something will work, or not work, until you try it. Iâ€™ve been on tysabri for just over two years. Before starting the medication I read numerous patient reviews. It seemed like one person loved it then the next hated it and this continued for pages and pages. I finally realize that I just needed to try it for myself. When I first started it, after I would have an infusion I would be exhausted, like spend the rest of the day on the couch and do nothing exhausted. As the infusions went on, the exhaustion lessened. Eventually I got to the point where I am now. I can walk into the infusion center get my infusion and then go on with my day, *almost* like nothing happened.",ocrevus,2,,,
Robino1 wrote: What an amazing drop in your CEA number!!! Sounds like Opdivo is working splendidly for you   Thanks Robino,opdivo,0,,,
"Mine recommended against Ocrevus due to age and immune system is not as good as we age.  Virginia   Reply With Quote The following 5 users say ""thanks"" agate ,  Howie ,  Jeanie Z ,  Sunshine ,",ocrevus,1,,,
"Sorry about that, Lab. Being forced to doctor-shop when you've already got a doctor you're perfectly happy with sucks massively - I've been there. Was forced to find a new GP when I moved three years ago. The current one is a good GP, but I still miss my old one sometimes. Plus he was a lot more lax about prescribing stuff, which I know shouldn't be a reason for wanting to stay with a GP - but yeah, for me it is. As for my GI I've been with him for seven years now, and not looking forward to the day he leaves. If his replacement isn't as good, I'll have to make a decision whether to switch hospital or not. I hope you can find a good GI quickly. Dx Crohn's in June 2000. (Yay  ) Tried: 5-ASAs, azathioprine, 6MP, Remicade, methotrexate, Humira, diets. 1st surgery 20/2/13 - subtotal colectomy with end ileostomy. 2nd surgery 10/7/15 - ileorectal anastomosis. Stoma reversed and ileum connected to the rectum. Current status: Chronic flare. Do I have any other kind? Current meds: 50mg 6MP; Entyvio (started 3/11/16)",humira,2,,,
Hi Greg My father has been asked to consider Nivolumab..They actually want him to start next week. Yes the side effects are pretty bad. I's a hard decision. Have you started the treatment and if so how did you find it? I hope all is good. Rita,nivolumab,1,,,
